message_id,channel_name,channel_title,message_date,message_text,has_media,image_path,views,forwards
189058,tikvahpharma,Tikvah | Pharma,2026-01-20T13:50:44+00:00,"የቻናል ግብዣ:
(ለፋርማ ማከፋፈያዎች ብቻ) 

የመድኃኒትና የህክምና እቃዎች ዋጋ በየቀኑ አይደለም በየስዓቱ በሚቀያየርበት በዚህ ወቅት የምርትና ዋጋን ሁኔታ መከታተል እጅግ አስፈላጊ ነው። 

ስለዚህ የመድኃኒት ማከፋፈያዎች ብቻ(only) Join request ላኩልን።
👇
https://t.me/+Oi2lTIrhZIgzNDNk

For approval purpose 
Please send your WS license 
to: @tikvah_sales",True,data\raw\images\tikvahpharma\189058.jpg,1118,5
189057,tikvahpharma,Tikvah | Pharma,2026-01-20T13:43:15+00:00,"🎄 Upgrade to Telegram Premium Today! 🌲  

🎁 Enjoy exclusive features, faster performance, and an ad‑free experience with Telegram Premium. Choose the plan that works best for you:  

🎅 1 Year – 6,500 ETB  
🎅 6 Months – 4,000 ETB  
🎅 3 Months – 2,900 ETB  

✨ With Telegram Premium, you’ll unlock:  
- Double limits for channels, groups, and files  
- Faster downloads and priority access  
- Advanced chat management tools  
- Unique stickers, reactions, and profile badges  
- An ad‑free, seamless experience  

📩 For subscription details or to get started, contact:  
@tespha  
📞 +251 917 176 560",False,,218,0
189056,tikvahpharma,Tikvah | Pharma,2026-01-20T12:10:33+00:00,"NEW  JOB.  VACCANCY
 13/05/2018
MEDICAL DOCTOR 1 YEARS  PLACE  BUTAGERA  30,000eTB PLUS
SENIOR PHARMACIST WZ LICENSE DISPENSING
 GERJI
BOLE ARABESA
22
KOLEFE
POYASSA
PAR TIMER
GEMMO MIKHAEL
MEKANISA
BOLE  MIDEHANWYALEM
JUNIOR  PHARMACY 1 YEARS DISPENNSING
 ABADO
HAYET
JAKIROS
GEMMO MIKHAEL
CONTACT AS 0983848/60/0908299838",True,data\raw\images\tikvahpharma\189056.jpg,359,1
189055,tikvahpharma,Tikvah | Pharma,2026-01-20T12:02:48+00:00,"✅New arrival 

👍Diazepam BP 10mg/2ml injection
  📦 1200 Amp
  🗓 11/2028 
  💵 200birr



____
Contact person : AHMED 
📞 Contact :  0972690000
                         0965672701

🟦For updated stock , Join us  | Click ↪️  : https://t.me/Ahmx03",True,data\raw\images\tikvahpharma\189055.jpg,278,0
189054,tikvahpharma,Tikvah | Pharma,2026-01-20T09:28:05+00:00,"20-01-26
Currently available Drugs 


💊. Dicloran tab 50mg
📦 100pack
⏳ Jul-28 
   5carton diclo with 1carton.    L-Iron attachment 


💊.paracetamol syr
📦 150bott
⏳ Jun-28

💊.L-Iron syrup   (Iron+folic acid+
      VitB12+zinc)
📦 72 bottles 
⏳ Feb-27


💊.Pregabalin 75mg(Neurolin)
📦 360pack
⏳ Dec-27

💊. Co-trimox susp(Iftrim)
📦 100 bottles 
⏳08-27
Cotrimoxazol oral suspension  attached with L iron  ratio 4:1

💊. Indomethacin 100mg supp
       (Indocor)
📦 160 pack
⏳ 11/2027
 
💊. Disp. Syringe 3cc
📦 100 pcs
⏳ 01/2029

💊. Disp. Syringe 5cc
📦 100 pcs
⏳ 01/2029

💊. Disp. Syringe 10cc
📦 100 pcs
⏳ 01/2029

💊. Surg. Glove powdered
📦 50 pairs 
⏳ 01/2029
  
💊. Surg Glove powder free
📦 50 pairs
⏳ 01/2029 

💊. Urine bag 2000ml
📦 
⏳ 4/2029

💊. ECG machine 1212G
  *Adopt 10.1 high resolution colour LCD operate by full-touch screen & function buttons.
* ECG that can simultaneously capture & print 12 lead ECG wave forms.
*Auto measurements & auto -interpretation for routine ECG parameters.

💊. Pulse Oximeter finger tip
       Model CMS5OD

🔰Update Items 🔰

✅️Diclofenac 75mg inj (Reyoung)
✅️Amoxa 500mg 10*10
✅️Ampi cap 500mg 10*10
✅️Doxy Cap 100mg 10*10
✅️Cloxa 500mg 10*50
✅️Ceftra WFI
✅️Cefixime syrup 60ml
✅️Haemup syrup 200ml 
✅️Vancomycin 1gm
✅️Dextro syrup
✅️Diphen syrup 
✅️Moxipile 156mg
✅️Moxipile 312mg & 457mg syrup
✅️Clavamya 156mg syrup
✅️Clavamya 228mg
✅️Salbutamol puff
✅️Keto shampo 100ml
✅️Ns with 6iv and 12iv set
✅️Gauze 90*100
✅️Syringe...10cc(Discount)
✅️Magnus Binocular Microscope 
✅️Exam glove powdered & free Discount price

Sinishaw (pharmacist)

    ☎️ :-0911884446
    ☎️  :-0903327887",False,,404,1
189053,tikvahpharma,Tikvah | Pharma,2026-01-20T08:01:26+00:00,"TO BE SOLD PHARMAC
12/05/2018
PIYASSA
ALEM BANK
BOLEBULEBULA
HAILE GAREMENT
ATE
NA TERA
SEMET
HAYET 49
BISRATE GEBERHAEL
GERMEN
0983848760/0908299830",True,data\raw\images\tikvahpharma\189053.jpg,418,1
189052,tikvahpharma,Tikvah | Pharma,2026-01-20T07:55:06+00:00,"NEW JOB  VACCANCY
12/05/2018
 SENIOR PHARMACIAT WZ LICENSE DISPNSONG
1/ SIGNALE
2/PIYASSA
3/MEGGENAGNA
4/LEBU   MEBERAT
PAR TIMER
 1/GORO
2/MEKANISA
3/SEMET
4/GEMMO MIKHAEL
5/BOLE MEDHANNEYALEM
JJUNIOR PHARMACY  6-1. YEARS DISPENSING
 1/ABADO
2/GAKIROS
3/HEMMO MIKHAEL
4/HAYATE
JJUNIOR PHAEMACY  0. YEARS  DISPPENSING ASKO
MEDICAL DOCTOR  1 YEARS PLACE BUTAGERA 30,000 ETB  PLUS
CONTACT AS 0983848760/0908299838🙏",False,,372,0
189051,tikvahpharma,Tikvah | Pharma,2026-01-20T07:50:00+00:00,"#Basic_Abdominal_Ultrasound_Training
@ASOSA
#ከ_ጥር_27_ጀምሮ _ይሰጣል!

🔶🔶🔶🔶🔶🔶🔶🔶🔶🔶
👉አዘጋጅ-Ethio-American  Health Consultancy & CPD Center.

👉ሰልጣኞች-PHYSICIANS,MRT...

   📲0965412222 Dr.Shalom(@EAHC22)
   📲0941404444 Daye(@EAHC0941)
    ☎️0462124400 Office
   📲0942404444 Tenbit(@EAHC0942)
   📲0965410000 Ekram(@EAHC00)
👉ማስታወሻ :-only a few spots are available 
:-t.me/eahci",True,data\raw\images\tikvahpharma\189051.jpg,38614,16
189050,tikvahpharma,Tikvah | Pharma,2026-01-20T06:47:00+00:00,"✅ Free Glucometer 😍 

👌For every 10box test strip 1 Glucometer will be given 


👍Sinocare blood glucose test strip
| 50 strip/ box 
    📦 100 boxes
    🗓 05/27
    💵 880birr



_
Contact person : AHMED 
📞 Contact :  0980294062
                         0965672701",True,data\raw\images\tikvahpharma\189050.jpg,343,0
189049,tikvahpharma,Tikvah | Pharma,2026-01-20T06:31:09+00:00,"NURSE

experience 0 year and above

Qualification: degree and diplom

        Work area


(1) gotera

(2) torhayloch

(3) 22

(4) hayat

(5) 4kilo

(6) bole

(7) gerji

(8) kasanchis 

(9) kera

(10) lancha

(11) kotebe




# pharmacist

Experiance 3 years and above

   Work area 

(1) 22

(2) 6kilo

(3) piasa

(4) Mecsiko

(5) holeta

(6) gerji

(7) hayat 49

(8) Atana tera 





 
Info  * 0960090500 & 0941443030
መገናኛ ለም ሆቴል ቶታል ማደያ አጠገብ ለገሰ ፈለቀ ህንጻ 212 Maleda HR 

12/5/18",False,,309,0
